Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 19:16 EST
"Nutrient data for: 01080, Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D"
Nutrient,Unit,1.875Value per 187.5 g,"1 cup = 245.0g","1 quart = 980.0g",
Proximates
"Water",g,166.61,217.71,870.83
"Energy",kcal,96,125,500
"Protein",g,6.52,8.53,34.10
"Total lipid (fat)",g,3.60,4.70,18.82
"Carbohydrate, by difference",g,9.32,12.18,48.71
"Fiber, total dietary",g,0.0,0.0,0.0
Minerals
"Calcium, Ca",mg,240,314,1254
"Iron, Fe",mg,0.09,0.12,0.49
"Magnesium, Mg",mg,26,34,137
"Phosphorus, P",mg,188,245,980
"Potassium, K",mg,304,397,1588
"Sodium, Na",mg,98,127,510
"Zinc, Zn",mg,0.75,0.98,3.92
Vitamins
"Vitamin C, total ascorbic acid",mg,1.9,2.4,9.8
"Thiamin",mg,0.075,0.098,0.392
"Riboflavin",mg,0.324,0.424,1.695
"Niacin",mg,0.169,0.220,0.882
"Vitamin B-6",mg,0.084,0.110,0.441
"Folate, DFE",µg,9,12,49
"Vitamin B-12",µg,0.71,0.93,3.72
"Vitamin A, RAE",µg,105,137,549
"Vitamin A, IU",IU,382,500,1999
"Vitamin D (D2 + D3)",µg,1.9,2.4,9.8
"Vitamin D",IU,75,98,392
Lipids
"Fatty acids, total saturated",g,2.241,2.928,11.711
"Fatty acids, total monounsaturated",g,1.041,1.360,5.439
"Fatty acids, total polyunsaturated",g,0.133,0.174,0.696
"Cholesterol",mg,15,20,78
Amino Acids
Other
