Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 19:16 EST
"Nutrient data for: 01080, Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D"
Nutrient,Unit,2.5Value per 250 g,"1 cup = 245.0g","1 quart = 980.0g",
Proximates
"Water",g,222.15,217.71,870.83
"Energy",kcal,128,125,500
"Protein",g,8.70,8.53,34.10
"Total lipid (fat)",g,4.80,4.70,18.82
"Carbohydrate, by difference",g,12.42,12.18,48.71
"Fiber, total dietary",g,0.0,0.0,0.0
Minerals
"Calcium, Ca",mg,320,314,1254
"Iron, Fe",mg,0.12,0.12,0.49
"Magnesium, Mg",mg,35,34,137
"Phosphorus, P",mg,250,245,980
"Potassium, K",mg,405,397,1588
"Sodium, Na",mg,130,127,510
"Zinc, Zn",mg,1.00,0.98,3.92
Vitamins
"Vitamin C, total ascorbic acid",mg,2.5,2.4,9.8
"Thiamin",mg,0.100,0.098,0.392
"Riboflavin",mg,0.432,0.424,1.695
"Niacin",mg,0.225,0.220,0.882
"Vitamin B-6",mg,0.112,0.110,0.441
"Folate, DFE",µg,12,12,49
"Vitamin B-12",µg,0.95,0.93,3.72
"Vitamin A, RAE",µg,140,137,549
"Vitamin A, IU",IU,510,500,1999
"Vitamin D (D2 + D3)",µg,2.5,2.4,9.8
"Vitamin D",IU,100,98,392
Lipids
"Fatty acids, total saturated",g,2.988,2.928,11.711
"Fatty acids, total monounsaturated",g,1.388,1.360,5.439
"Fatty acids, total polyunsaturated",g,0.178,0.174,0.696
"Cholesterol",mg,20,20,78
Amino Acids
Other
