Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 19:42 EST
"Nutrient data for: 01276, Yogurt, Greek, strawberry, DANNON OIKOS"
Nutrient,Unit,1.875Value per 187.5 g,"5.3 oz = 150.0g",
Proximates
"Water",g,143.62,114.90
"Energy",kcal,199,159
"Protein",g,15.47,12.38
"Total lipid (fat)",g,5.48,4.38
"Carbohydrate, by difference",g,21.88,17.50
"Fiber, total dietary",g,1.9,1.5
"Sugars, total",g,20.62,16.50
Minerals
"Calcium, Ca",mg,161,129
"Iron, Fe",mg,0.13,0.11
"Magnesium, Mg",mg,19,15
"Phosphorus, P",mg,206,165
"Potassium, K",mg,246,196
"Sodium, Na",mg,64,51
"Zinc, Zn",mg,0.73,0.58
Vitamins
"Thiamin",mg,0.067,0.054
"Riboflavin",mg,0.426,0.340
"Niacin",mg,0.394,0.315
"Vitamin B-6",mg,0.094,0.075
"Vitamin B-12",µg,1.05,0.84
"Vitamin A, RAE",µg,2,2
"Vitamin A, IU",IU,24,20
"Vitamin D (D2 + D3)",µg,0.0,0.0
"Vitamin D",IU,0,0
Lipids
"Fatty acids, total saturated",g,3.435,2.748
"Fatty acids, total monounsaturated",g,1.397,1.118
"Fatty acids, total polyunsaturated",g,0.246,0.196
"Fatty acids, total trans",g,0.159,0.128
"Cholesterol",mg,24,20
Amino Acids
Other
