Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 19:43 EST
"Nutrient data for: 01276, Yogurt, Greek, strawberry, DANNON OIKOS"
Nutrient,Unit,2.5Value per 250 g,"5.3 oz = 150.0g",
Proximates
"Water",g,191.50,114.90
"Energy",kcal,265,159
"Protein",g,20.62,12.38
"Total lipid (fat)",g,7.30,4.38
"Carbohydrate, by difference",g,29.18,17.50
"Fiber, total dietary",g,2.5,1.5
"Sugars, total",g,27.50,16.50
Minerals
"Calcium, Ca",mg,215,129
"Iron, Fe",mg,0.18,0.11
"Magnesium, Mg",mg,25,15
"Phosphorus, P",mg,275,165
"Potassium, K",mg,328,196
"Sodium, Na",mg,85,51
"Zinc, Zn",mg,0.98,0.58
Vitamins
"Thiamin",mg,0.090,0.054
"Riboflavin",mg,0.568,0.340
"Niacin",mg,0.525,0.315
"Vitamin B-6",mg,0.125,0.075
"Vitamin B-12",µg,1.40,0.84
"Vitamin A, RAE",µg,2,2
"Vitamin A, IU",IU,32,20
"Vitamin D (D2 + D3)",µg,0.0,0.0
"Vitamin D",IU,0,0
Lipids
"Fatty acids, total saturated",g,4.580,2.748
"Fatty acids, total monounsaturated",g,1.862,1.118
"Fatty acids, total polyunsaturated",g,0.328,0.196
"Fatty acids, total trans",g,0.213,0.128
"Cholesterol",mg,32,20
Amino Acids
Other
