Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:54 EST
"Nutrient data for: 12663, Seeds, pumpkin and squash seeds, whole, roasted, with salt added"
Nutrient,Unit,3Value per 300 g,"3 cup = 192.0g","3 oz (85 seeds) = 85.05g",
Proximates
"Water",g,13.50,8.64,3.83
"Energy",kcal,1338,856,379
"Protein",g,55.65,35.62,15.78
"Total lipid (fat)",g,58.20,37.25,16.50
"Carbohydrate, by difference",g,161.25,103.20,45.71
"Fiber, total dietary",g,55.2,35.3,15.6
Minerals
"Calcium, Ca",mg,165,106,47
"Iron, Fe",mg,9.93,6.36,2.82
"Magnesium, Mg",mg,786,503,223
"Phosphorus, P",mg,276,177,78
"Potassium, K",mg,2757,1764,782
"Sodium, Na",mg,7623,4879,2161
"Zinc, Zn",mg,30.90,19.78,8.76
Vitamins
"Vitamin C, total ascorbic acid",mg,0.9,0.6,0.3
"Thiamin",mg,0.102,0.065,0.029
"Riboflavin",mg,0.156,0.100,0.044
"Niacin",mg,0.858,0.549,0.243
"Vitamin B-6",mg,0.111,0.071,0.031
"Folate, DFE",µg,27,17,8
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,9,6,3
"Vitamin A, IU",IU,186,119,53
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
Lipids
"Fatty acids, total saturated",g,11.010,7.046,3.121
"Fatty acids, total monounsaturated",g,18.096,11.581,5.130
"Fatty acids, total polyunsaturated",g,26.532,16.980,7.522
"Cholesterol",mg,0,0,0
Amino Acids
Other
Footnotes
(a)"Sodium value reflects edible shells infused with salt.  Brands vary in sodium level."
