Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:49 EST
"Nutrient data for: 12006, Seeds, chia seeds, dried"
Nutrient,Unit,2Value per 200 g,"4 oz = 113.4g",
Proximates
"Water",g,11.60,6.58
"Energy",kcal,972,551
"Protein",g,33.08,18.76
"Total lipid (fat)",g,61.48,34.86
"Carbohydrate, by difference",g,84.24,47.76
"Fiber, total dietary",g,68.8,39.0
Minerals
"Calcium, Ca",mg,1262,716
"Iron, Fe",mg,15.44,8.75
"Magnesium, Mg",mg,670,380
"Phosphorus, P",mg,1720,975
"Potassium, K",mg,814,462
"Sodium, Na",mg,32,18
"Zinc, Zn",mg,9.16,5.19
Vitamins
"Vitamin C, total ascorbic acid",mg,3.2,1.8
"Thiamin",mg,1.240,0.703
"Riboflavin",mg,0.340,0.193
"Niacin",mg,17.660,10.013
"Vitamin B-12",µg,0.00,0.00
"Vitamin A, IU",IU,108,61
"Vitamin E (alpha-tocopherol)",mg,1.00,0.57
Lipids
"Fatty acids, total saturated",g,6.660,3.776
"Fatty acids, total monounsaturated",g,4.618,2.618
"Fatty acids, total polyunsaturated",g,47.330,26.836
"Fatty acids, total trans",g,0.280,0.159
"Cholesterol",mg,0,0
Amino Acids
Other
