Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:48 EST
"Nutrient data for: 12006, Seeds, chia seeds, dried"
Nutrient,Unit,1.50Value per 150 g,"3 oz = 85.05g",
Proximates
"Water",g,8.70,4.93
"Energy",kcal,729,413
"Protein",g,24.81,14.07
"Total lipid (fat)",g,46.11,26.14
"Carbohydrate, by difference",g,63.18,35.82
"Fiber, total dietary",g,51.6,29.3
Minerals
"Calcium, Ca",mg,946,537
"Iron, Fe",mg,11.58,6.57
"Magnesium, Mg",mg,502,285
"Phosphorus, P",mg,1290,731
"Potassium, K",mg,610,346
"Sodium, Na",mg,24,14
"Zinc, Zn",mg,6.87,3.90
Vitamins
"Vitamin C, total ascorbic acid",mg,2.4,1.4
"Thiamin",mg,0.930,0.527
"Riboflavin",mg,0.255,0.145
"Niacin",mg,13.245,7.510
"Vitamin B-12",µg,0.00,0.00
"Vitamin A, IU",IU,81,46
"Vitamin E (alpha-tocopherol)",mg,0.75,0.43
Lipids
"Fatty acids, total saturated",g,4.995,2.832
"Fatty acids, total monounsaturated",g,3.464,1.964
"Fatty acids, total polyunsaturated",g,35.498,20.127
"Fatty acids, total trans",g,0.210,0.119
"Cholesterol",mg,0,0
Amino Acids
Other
